"Name","URL"
"Acranella","http://ifpni.org/genus.htm?id=94088A22-607D-4C24-A2EB-31ECE8538DCD"
"Acrangiophyllum","http://ifpni.org/genus.htm?id=18B0CF82-C7B4-4A26-8BEF-8F921C1D90F3"
"Acremonites","http://ifpni.org/genus.htm?id=C0CA7EF9-F3C5-4B22-B26D-D6FF8011FD68"
"Acremonium","http://ifpni.org/genus.htm?id=F8C0EB0D-D5E1-A74C-A9DD-56192A2A8F1B"
"Acriora","http://ifpni.org/genus.htm?id=F1003CFD-ED8B-4CED-83B5-0F5583EC54CA"
"Acritosporites","http://ifpni.org/genus.htm?id=F02A3EFA-85D2-4843-974E-2226F070A2CF"
"Acrocarpoxylon","http://ifpni.org/genus.htm?id=AD61EF27-F260-8C40-265B-A9304BE39BB6"
"Acrocarpus","http://ifpni.org/genus.htm?id=B45C1057-BF20-4006-A89F-19C4AF26F892"
"Acrocarpus","http://ifpni.org/genus.htm?id=F4750D17-EC1C-E583-9E63-0FB28115A1B4"
"Acrocoila","http://ifpni.org/genus.htm?id=E21AB557-B8B8-4B94-96D3-2948FDEB9126"
"Acrodiclidium","http://ifpni.org/genus.htm?id=E7591455-4850-4F8F-9F6C-2E135AF19439"
"Acrogenotheca","http://ifpni.org/genus.htm?id=E0279701-27CB-C8B2-2C64-63264BF9D59E"
"Acronychia","http://ifpni.org/genus.htm?id=066ABE49-A3A9-47E2-9420-DF79D6744777"
"Acroporella","http://ifpni.org/genus.htm?id=125A1CD8-F293-4B93-831B-13B43A7C8897"
"Acrostichides","http://ifpni.org/genus.htm?id=8AD7D7B1-88CE-C6EC-5916-992DE7A254E9"
"Acrostichites","http://ifpni.org/genus.htm?id=CE18D367-4873-42B0-9BD9-694CF0E4C5DE"
"Acrostichophyllum","http://ifpni.org/genus.htm?id=5B7BF900-254B-46CB-845C-45F8FDF583C3"
"Acrostichopteris","http://ifpni.org/genus.htm?id=5256F372-BAB2-4BE8-A9FD-3D45B639AC40"
"Acrostichum","http://ifpni.org/genus.htm?id=F7B6ABAF-9A21-431B-B3D2-C943BDA96310"
"Acrostigma","http://ifpni.org/genus.htm?id=096B3824-463E-FEA1-64CE-0847C1CF8987"
"Acrovena","http://ifpni.org/genus.htm?id=9BB51295-3DD2-46AA-BA0C-30A88192D8C7"
"Acrum","http://ifpni.org/genus.htm?id=06A72953-F80C-4530-BB8E-1EE61025DEB4"
"Acthephyllum","http://ifpni.org/genus.htm?id=3028E524-5CA3-40E2-94EC-1F61EC16897D"
"Actinidia","http://ifpni.org/genus.htm?id=631BA13D-2966-4EE7-B80C-C9AB69D95FA5"
"Actinidiophyllum","http://ifpni.org/genus.htm?id=1089E8F2-BC2F-43EC-9DCD-4F41B91ECDA3"
"Actiniscus","http://ifpni.org/genus.htm?id=59AB8960-9DE7-4C9E-9334-91E4F8A434A4"
"Actinocalyx","http://ifpni.org/genus.htm?id=B19D060B-643A-43D4-BCC3-7BFFE7546F4C"
"Actinocarpus","http://ifpni.org/genus.htm?id=B1442E5D-AA5D-1F19-25CE-20C4C78C8C5A"
"Actinoclava","http://ifpni.org/genus.htm?id=C2570C14-C8AB-4174-97B4-1EA37D66ECA3"
"Actinocyclus","http://ifpni.org/genus.htm?id=914B0B3B-54DD-4A47-B192-9C8D3B24351F"
"Actinodaphne","http://ifpni.org/genus.htm?id=82F24E34-D3BD-497C-AD15-0F3528966AAC"
"Actinodictyon","http://ifpni.org/genus.htm?id=D3FEBF8B-45BF-49A6-B58D-D79B18B91B8B"
"Actinomycites","http://ifpni.org/genus.htm?id=59A2F0D5-C09D-43DF-9CB9-293895D8BF0A"
"Actinomycodium","http://ifpni.org/genus.htm?id=425C53AA-F365-42F0-82C1-AE316FE0E3C1"
"Actinophoroxylon","http://ifpni.org/genus.htm?id=547E789E-A15A-4033-A99F-2E56009AE95E"
"Actinophycus","http://ifpni.org/genus.htm?id=F38D0DDE-598C-44C7-95F0-0BAAB1346AAD"
"Actinophyllum","http://ifpni.org/genus.htm?id=DF8F1433-1CB2-4BCF-8066-6BC1841595A9"
"Actinopodium","http://ifpni.org/genus.htm?id=38B9AE54-3838-4611-9A3A-DFE1773E67AB"
"Actinoporella","http://ifpni.org/genus.htm?id=E34DC02C-3CBE-40E0-BF71-63CE7222DC97"
"Actinopteris","http://ifpni.org/genus.htm?id=326E01BA-7978-44F5-8FE2-A0303570DAAD"
"Actinosphaera","http://ifpni.org/genus.htm?id=1252B3DE-8934-4263-9442-8610394B8A7D"
"Actinostachys","http://ifpni.org/genus.htm?id=EF6882A1-8846-6F9C-8A5F-5FFAD6B6B3D6"
"Actinostelopteris","http://ifpni.org/genus.htm?id=7AD4DA51-7E2F-4ABB-8182-184E92C33E19"
"Actinostrobites","http://ifpni.org/genus.htm?id=36381D86-914B-4A93-9F43-38FAF455C641"
"Actinostrobus","http://ifpni.org/genus.htm?id=A20CA40D-54EA-43D7-AFCD-9DF7F4A00BBF"
"Actinotheca","http://ifpni.org/genus.htm?id=3E1C4C48-148D-469A-A2EE-0C562B7D3B88"
"Actinotophasis","http://ifpni.org/genus.htm?id=DF4DD50D-447E-400C-895C-2224666320EE"
"Actinovena","http://ifpni.org/genus.htm?id=201B5241-4851-4057-B825-0E24E82ABEDD"
"Actinoxylon","http://ifpni.org/genus.htm?id=93F9F314-A051-45AC-B2DA-4133A7E2660C"
"Actinozygus","http://ifpni.org/genus.htm?id=59C5CB03-9EA4-4870-A0EA-740A266FE838"
"Actipilion","http://ifpni.org/genus.htm?id=DDB54381-C8A7-41F4-A11F-C06C4025D207"
"Aculea","http://ifpni.org/genus.htm?id=BB8C4A12-907B-4BD2-A37D-A1FCFD3F8071"
"Aculeatosporites","http://ifpni.org/genus.htm?id=BEC7870F-7136-458B-82EB-AFB570E00458"
"Aculeipollenites","http://ifpni.org/genus.htm?id=F6969E9E-AAB8-43D2-B9F4-63E8D19E580D"
"Aculeispores","http://ifpni.org/genus.htm?id=6698416B-C754-4155-B98D-4B09041FBFAD"
"Aculeisporites","http://ifpni.org/genus.htm?id=37E063B8-164E-4B42-9928-98505C06B353"
"Aculeophyton","http://ifpni.org/genus.htm?id=07D5E9A2-6169-4B20-B7D2-C39B49164695"
"Aculeovinea","http://ifpni.org/genus.htm?id=632DDA76-7ED6-4025-A65E-3F9A30E8500D"
"Acuminella","http://ifpni.org/genus.htm?id=E03B49FD-361F-423F-9836-9B837AE84E23"
"Acuminellapollenites","http://ifpni.org/genus.htm?id=D1B7CE3B-A3A2-4E1D-84D4-BEA3908DF961"
"Acusporidatina","http://ifpni.org/genus.htm?id=975EE080-7225-45D1-A45B-3BB439459C87"
"Acutangulisporites","http://ifpni.org/genus.htm?id=933638FC-3249-4196-A1EC-02FA559BA68E"
"Acutochara","http://ifpni.org/genus.htm?id=50E21DC2-356E-4876-8BEF-119B76C906C4"
"Acuturris","http://ifpni.org/genus.htm?id=02414B84-6424-41D2-BDA6-5D3F09182D56"
"Acylomurus","http://ifpni.org/genus.htm?id=8F5BBA48-6099-4A3E-8534-BA0F964C5753"
"Adara","http://ifpni.org/genus.htm?id=1574CA99-5C8F-4297-9D92-345963C8F004"
"Adarve","http://ifpni.org/genus.htm?id=555CD003-1444-4219-91FB-7C1C0956EABA"
"Adelisporites","http://ifpni.org/genus.htm?id=D24F682D-1BEE-4CAC-B6EC-1C7A082AD83E"
"Adelocercis","http://ifpni.org/genus.htm?id=E938E407-8A3D-4C17-9BC0-4C68945A2ECC"
"Adelophyton","http://ifpni.org/genus.htm?id=3158D3AA-925C-43C3-937F-B56E9E93615C"
"Adenanthemum","http://ifpni.org/genus.htm?id=A03D1C2B-08AE-4DDA-947F-09524BC3D609"
